id,insumo_medico_clave,forma_farmaceutica_id,presentacion_id,es_controlado,es_surfactante,concentracion,contenido,cantidad_x_envase,unidad_medida_id,indicaciones,via_administracion_id,dosis,created_at,updated_at,deleted_at
117,010.000.1939.00,NULL,102,0,0,"500 mg","Caja con 20 tabletas o cápsulas.",20.00,71,"Infecciones producidas por bacterias gram positivas y gram negativas susceptibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
118,010.000.5256.00,NULL,102,0,0,"1 g","Envase con un frasco ámpula y 5 ml de diluyente.",1.00,53,"Infecciones producidas por bacterias gram positivas y gram negativas sensibles.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
119,010.000.5295.01,NULL,102,0,0,"100 mg","Envase con un frasco ámpula y ampolleta con 10 ml de diluyente.",1.00,53,"Infecciones producidas por bacterias gram positivas y gram negativas susceptibles.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
120,010.000.5295.00,NULL,102,0,0,"240 ml","Envase con un frasco ámpula y ampolleta con 3 ml de diluyente.",1.00,53,"Infecciones producidas por bacterias gram positivas y gram negativas susceptibles.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
121,010.000.5284.00,NULL,102,0,0,"Desogestrel 0.15 mg. Etinilestradiol 0.03 mg","Envase con un frasco ámpula y ampolleta con 5 ml de diluyente. Infecciones producidas por bacterias ",1.00,53,"Infecciones producidas por bacterias gram positivas y gram negativas susceptibles.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
122,010.000.1935.00,NULL,102,0,0,"1 g","Caja con un frasco ámpula y 4 ml de diluyente.",1.00,53,"Infecciones causadas por bacterias gram positivas y gram negativas sensibles.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
123,010.000.1937.00,NULL,102,0,0,"1 g","Caja con un frasco ámpula y 10 ml de diluyente.",1.00,53,"Infecciones producidas por bacterias gram positivas y gram negativas sensibles.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
124,010.000.5505.00,NULL,102,0,0,"0.5 mg. ","Envase con 20 cápsulas",20.00,43,"Artritis reumatoide. Dolor postoperatorio. Osteoartritis.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
125,010.000.5451.00,NULL,102,0,0,"40 mg","Envase con 60 tabletas.",60.00,71,"Vértigo. Enfermedad de Meniere. Mareo de translación.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
126,010.000.2247.00,NULL,102,0,0,"1 mg","Caja con 25 comprimidos.",25.00,45,"Reflujo gastroesofágico. Trastornos funcionales de la motilidad gastrointestinal.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
127,010.000.2248.00,NULL,102,0,0,"1 mg","Caja con 30 sobres.",30.00,69,"Reflujo gastroesofágico. Trastornos funcionales de la motilidad gastrointestinal.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
128,010.000.2249.00,NULL,102,0,0,"20 mg","Caja con un frasco con 120 ml (1 mg/5 ml) y cucharita dosificadora.",1.00,52,"Reflujo gastroesofágico. Trastornos funcionales de la motilidad gastrointestinal.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
129,010.000.4255.00,NULL,102,0,0,"500 mg","Envase con 8 cápsulas o tabletas.",8.00,71,"Infecciones producidas por bacterias gram positivas y gram negativas susceptibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
130,010.000.4259.00,NULL,102,0,0,"250 mg","Envase con 100 ml.",1.00,52,"Infecciones producidas por bacterias grampositivas y gramnegativas sensibles.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
131,010.000.4258.00,NULL,102,0,0,"25 mg","Envase con microesferas con 5 g y envase con diluyente con 93 ml.",1.00,52,"Agudización pulmonar de fibrosis quística asociada con infección por Pseudomona aeruginosa",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
132,010.000.4061.00-DUP,NULL,47,0,0,"80 mg","Envase con 1 ampolleta con 5 ml.",1.00,2,"Relajación neuromuscular.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
133,010.000.5487.00,NULL,102,0,0,"20 mg","Envase con 14 tabletas",14.00,71,Depresión.,39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
134,010.000.5487.01,NULL,102,0,0,"20 mg","Envase con 28 tabletas",28.00,71,Depresión.,39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
135,010.000.2132.00,NULL,102,0,0,"250 mg","Caja con 10 tabletas.",10.00,71,"Infecciones producidas por bacterias gram positivas y gram negativas susceptibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
136,010.000.2133.00,NULL,102,0,0,"300 mg","Caja con 16 cápsulas.",16.00,43,"Infecciones por bacterias anaeróbicas y bacterias gram positivas sensibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
137,010.000.4136.00,NULL,102,0,0,"5 mg","Envase con 30 g.",1.00,73,"Acné vulgar. ",2,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
138,010.000.1973.00,NULL,102,0,0,"300 mg","Caja con ampolleta con 2 ml.",1.00,39,"Infecciones por bacterias gram positivas y bacterias anaeróbicas sensibles.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
139,010.000.1976.00,NULL,102,0,0,"900 mg","Caja con frasco ampula con 50 ml.",1.00,53,"Infecciones por bacterias gram positivas y bacterias anaeróbicas sensibles.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
140,010.000.0872.00,NULL,102,0,0,"30 mg","Caja con un tubo con 20 g.",1.00,73,"Dermatomicosis. Dermatitis infecciosa.",2,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
141,040.000.2613.00,NULL,102,1,0,"30 mg",NULL,1.00,52,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
142,040.000.2614.00,NULL,102,1,0,"25 mg",NULL,5.00,39,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
143,040.000.2612.00,NULL,102,1,0,"1 mg",NULL,30.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
144,010.000.2101.00,NULL,102,0,0,"0.1 mg","Caja con 30 comprimidos.",30.00,45,"Para el tratamiento de hipertensión. Puede ser usado solo o en combinación con otros antihipertensivos.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
145,010.000.4028.00,NULL,102,0,0,"100 mg","Envase con 5 ampolletas de 2 ml.",5.00,39,"Dolor de leve a moderada intensidad.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
146,010.000.4246.00,NULL,102,0,0,"0.300 mg","Envase con 14 grageas o tabletas.",14.00,56,"Estados de hipercoagulabilidad. Profilaxis y tratamiento de embolias aterotrombóticas, como infarto al miocardio y enfermedad vascular cerebral recientes. Enfermedad vascular periférica establecida Intervención coronaria percutánea.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
147,010.000.4246.01,NULL,102,0,0,"75 mg","Envase con 28 grageas o tabletas.",28.00,56,"Estados de hipercoagulabilidad. Profilaxis y tratamiento de embolias aterotrombóticas, como infarto al miocardio y enfermedad vascular cerebral recientes. Enfermedad vascular periférica establecida Intervención coronaria percutánea.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
148,010.000.1991.00,NULL,102,0,0,"500 mg","Caja con 20 cápsulas.",20.00,43,"Infecciones por gérmenes gram negativos susceptibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
149,010.000.2821.00,NULL,102,0,0,"100 U","Envase con gotero integral con 15 ml",1.00,52,"Infecciones producidas por bacterias susceptibles.",38,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
150,010.000.2822.00,NULL,102,0,0,"100 U","Envase con 5 g",1.00,73,"Infecciones producidas por bacterias susceptibles.",38,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
151,010.000.2175.00,NULL,102,0,0,"0.5 g/100 g","Caja con un frasco con 5 ml gotero integral",1.00,52,"Infecciones producidas por bacterias susceptibles.",NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
152,010.000.0408.00,NULL,102,0,0,"0.5 mg","Caja con un farsco de 60 ml.",1.00,52,"Reacciones de hipersensibilidad inmediata.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
153,010.000.2142.00,NULL,102,0,0,"10 mg","Caja con 5 ampolletas con 1 ml.",5.00,39,"Reacciones de hipersensibilidad inmediata",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
154,010.000.0402.00,NULL,102,0,0,"4 mg","Caja con 20 tabletas.",20.00,71,"Reacciones de hipersensibilidad inmediata.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
155,010.000.5079.00,NULL,102,0,0,"100 UI",NULL,5.00,39,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
156,010.000.2030.00,NULL,102,0,0,"150 mg","Caja con 1 000 tabletas.",1000.00,71,Paludismo.,39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
157,010.000.0561.00,NULL,102,0,0,"50 mg","Caja con 20 tabletas.",20.00,71,"Edema periférico. Hipertensión arterial leve a moderada",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
158,010.000.0524.00,NULL,102,0,0,"1.49 g","Caja con 50 ampolletas con 10 ml.",50.00,39,"Arritmias por foco ectópico de la intoxicación digitálica. Hipokalemia.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
159,010.000.2899.00,NULL,102,0,0,"25 UI","Envase con 7 g o con gotero integral con 10 ml",1.00,74,"Edema corneal secundario a: Postoperatorio. Traumatismo. Queratopatía bulosa.",38,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
160,010.000.3626.00,NULL,102,0,0,"0.9 g","Envase con 50 ml.",1.00,52,"Disolución y reconstitución de medicamentos para la administración intravenosa.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
161,010.000.3609.00,NULL,102,0,0,"25 mg","Envase con 500 ml. Contiene: Sodio 77 mEq. Cloruro 77 mEq.",1.00,49,"Administración hipotónica (con hiponatremia real). Mantenimiento del balance electrolítico. Alcalosis hipoclorémica. Para solubilizar y aplicar medicamentos por venoclisis.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
162,010.000.3608.00,NULL,102,0,0,"0.9 g","Envase con 250 ml. Contiene: Sodio 38.5 mEq. Cloruro 38.5 mEq",1.00,49,"Administración hipotónica (con hiponatremia real). Mantenimiento del balance electrolítico. Alcalosis hipoclorémica. Para solubilizar y aplicar medicamentos por venoclisis.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
163,040.000.3259.00,NULL,102,1,0,"100 mg",NULL,30.00,45,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
164,040.000.3259.01,NULL,102,1,0,"0.500 mg de bromuro de ipratropio. 2.500 mg de salbutamol",NULL,50.00,45,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
165,010.000.3409.00,NULL,102,0,0,"150 mg","Envase con 30 tabletas",30.00,71,"Ataque agudo de gota o su prevención.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
166,010.000.2714.00,NULL,102,0,0,"300 mg","Envase con 30 tabletas, comprimidos o cápsulas.",30.00,71,"Deficiencia o requerimientos incrementados de tiamina. Deficiencia o requerimientos incrementados de piridoxina Deficiencia o requerimientos incrementados de cianocobalamina.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
167,010.000.0464.00,NULL,102,0,0,"560 mg","Caja con un nvase para 112 dosis de 5 mg.",1.00,49,"Asma bronquial.",13,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
168,010.000.5552.01,NULL,102,0,0,"100 mg","Envase con 60 cápsulas",60.00,43,"Prevención de los eventos tromboembólicos venosos en adultos sometidos a cirugía electiva de reemplazo total de cadera y rodilla.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
169,010.000.5552.00,NULL,102,0,0,"400 mg","Envase con 30 cápsulas",30.00,43,"Prevención de los eventos tromboembólicos venosos en adultos sometidos a cirugía electiva de reemplazo total de cadera y rodilla.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
170,010.000.5551.00,NULL,102,0,0,"75 mg","Envase con 30 cápsulas",30.00,43,"Prevención de los eventos tromboembólicos venosos en adultos sometidos a cirugía electiva de reemplazo total de cadera y rodilla.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
171,010.000.5551.01,NULL,102,0,0,"5 mg","Envase con 60 cápsulas",60.00,43,"Prevención de los eventos tromboembólicos venosos en adultos sometidos a cirugía electiva de reemplazo total de cadera y rodilla.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
172,010.000.5935.00,NULL,102,0,0,"10 mg","Envase con 60 cápsulas",60.00,43,"Anticoagulante. Prevención de trombosis venosa profunda (TVP) aguda y/o embolia pulmonar (EP) y prevención de muerte relacionada. Tratamiento de trombosis venosa profunda (TVP) recurrente y/o embolia pulmonar (EP) y prevención de muerte relacionada. Prevención de evento vascular cerebral (EVC) y embolismo sistémico en pacientes con fibrilación auricular no valvular (FANV).",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
173,010.000.4429.00,NULL,102,0,0,"100 mg",NULL,1.00,53,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
174,010.000.1093.00,NULL,102,0,0,"100 mg","Caja con 50 cápsulas o comprimidos.",50.00,43,"Endometriosis. Mastopatía fibroquística. Edema angioneurótico.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
175,010.000.0906.00,NULL,106,0,0,"100 mg","Frasco con 1000 tabletas.",1000.00,71,Lepra.,39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
176,010.000.0234.00,NULL,106,0,0,"240 ml","Frasco con 240 ml.",1.00,52,"Inducción y mantenimiento de la anestesia general.",13,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
177,010.000.3505.00,NULL,102,0,0,"0.15 mg","Envase con 21 tabletas",21.00,71,"Anticoncepción. Prevención del embarazo.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
178,010.000.3508.00,NULL,102,0,0,"0.15 mg","Envase con 28 tabletas. (21 con hormonales y 7 sin hormonales)",28.00,71,"Anticoncepción. Prevención del embarazo.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
179,010.000.4241.00,NULL,102,0,0,"8 mg",NULL,1.00,53,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
180,010.000.3432.00,NULL,102,0,0,"0.5 mg","Envase con 30 tabletas.",30.00,71,"Enfermedades alérgicas. Enfermedades inflamatorias. Enfermedad de Addison. Asma bronquial.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
181,010.000.0247.00,NULL,102,0,0,"200 µg","Caja con 1 frasco ámpula.",1.00,53,"Dolor postoperatorio.",29,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
182,010.000.0641.00,NULL,102,0,0,"hierro 10g / glucosa 5g","Caja con un frasco ámpula con 500 ml",1.00,53,"Deficiencia de hierro",NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
183,010.000.4551.00,NULL,102,0,0,"100 mg",NULL,1.00,52,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
184,040.000.0202.00,NULL,103,1,0,"20 mg","Envase con 50 ampolletas de 2 ml.",50.00,39,"Medicación preanestésica. Sedación. Ansiedad. Síndrome convulsivo. Contractura de músculo estriado.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
185,040.000.3215.00,NULL,102,1,0,"10 mg",NULL,20.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
186,010.000.3417.00,NULL,102,0,0,"100 mg","Envase con 20 cápsulas o grageas",20.00,43,"Procesos inflamatorios severos como: Artritis reumatoide. Espondiloartritis anquilosante. Espondiloartrosis. Osteoartritis.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
187,010.000.5501.00,NULL,102,0,0,"75 mg","Envase con 2 ampolletas con 3 ml",2.00,39,"Procesos inflamatorios severos como: Artritis reumatoide. Espondiloartritis anquilosante. Espondiloartrosis. Osteoartritis.",23,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
188,010.000.1926.00,NULL,102,0,0,"500 mg","Caja con 20 cápsulas o comprimidos.",20.00,43,"Infecciones por gérmenes gram positivos susceptibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
189,010.000.1928.00,NULL,102,0,0,"250 mg","Caja con un frasco ámpula y 5 ml de diluyente.",1.00,53,"Infecciones por bacterias grampositivas sensibles.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
190,010.000.1927.00,NULL,102,0,0,"250 mg","Caja con un frasco con polvo para 60 ml y dosificador.",1.00,52,"Infecciones por gérmenes gram positivos susceptibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
191,010.000.2739.00,NULL,100,0,0,0.99-1.06,"Envase con 400 - 454 gramos con o sin sabor.",1.00,41,"Para cubrir los requerimientos nutricionales o para complementarlos.",41,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
192,010.000.0405.00,NULL,102,0,0,"12.5 mg","Caja con un frasco con 60 ml.",1.00,52,"Reacciones de hipersensibilidad inmediata.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
193,010.000.0406.00,NULL,102,0,0,"100 mg","Caja con frasco ámpula de 10 ml.",1.00,53,"Reacciones de hipersensibilidad inmediata.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
194,010.000.3112.00,NULL,102,0,0,"40 mg","Envase con 2 ampolletas de 2 ml",2.00,39,"Náusea. Vómito. Vértigo. Cinetosis.",23,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
195,010.000.3111.00,NULL,102,0,0,"25 mg","Envase con 30 tabletas",30.00,71,"Náusea. Vómito. Vértigo. Cinetosis.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
196,010.000.0503.00,NULL,102,0,0,"0.05 mg","Caja con un frasco de 60 ml.",1.00,52,"Edema pulmonar agudo. Insuficiencia cardíaca. Taquiarritmias supraventriculares. Fibrilación. Flutter auricular.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
197,010.000.0504.00,NULL,102,0,0,"0.5 mg","Caja con 6 ampolletas de 2 ml.",6.00,39,"Edema pulmonar agudo. Insuficiencia cardíaca. Taquiarritmias supraventriculares. Fibrilación. Flutter auricular.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
198,010.000.0502.00,NULL,102,0,0,"0.25 mg","Caja con 20 tabletas. ",20.00,71,"Edema pulmonar agudo. Insuficiencia cardíaca. Taquiarritmias supraventriculares. Fibrilación. Flutter auricular.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
199,010.000.2196.00,NULL,102,0,0,"50 mg","Caja con una ampolleta con 1 ml",1.00,39,"Vértigo. Cinetosis. Vómito.",NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
200,010.000.0615.00,NULL,102,0,0,"250 mg","Caja con 5 ampolletas con 5 ml cada una o con un frasco ámpula con 20 ml.",5.00,39,"Insuficiencia cardíaca aguda y crónica. Choque cardiogénico.",7,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
201,010.000.0614.00,NULL,102,0,0,"200 mg","Caja con 5 ampolletas con 5 ml.",5.00,39,"Hipotensión arterial. Estado de choque. Corrección de desequilibrio hemodinámico. Insuficiencia renal aguda.",7,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
202,010.000.1940.00,NULL,102,0,0,"100 mg","Caja con 10 cápsulas o tabletas.",10.00,71,"Cólera. Infecciones por bacterias gram positivas y gram negativas sensibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
203,010.000.1941.00,NULL,102,0,0,"50 mg","Caja con 28 cápsulas o tabletas.",28.00,71,"Cólera. Infecciones por bacterias gram positivas y gram negativas sensibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
204,010.000.4485.00,NULL,102,0,0,"100 mg","Envase con 14 cápsulas de liberación retardada",14.00,43,"Depresión. Dolor por neuropatía diabética periférica.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
205,010.000.5319.00,NULL,102,0,0,"Lidocaína 60 mg.-Acetato de Hidrocortisona 5 mg.-Óxido de Zinc 400 mg.-Subacetato de Aluminio 50 mg","Envase con 30 cápsulas",30.00,43,"Hiperplasia prostática benigna.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
206,010.000.3622.00,NULL,102,0,0,"Lidocaína5 g.-Acetato de Hidrocortisona 0.25 g.-Subacetato de Aluminio 3.50 g.-Óxido de Zinc 18 g","Envase con 20.5 g.",1.00,69,"Rehidratación por vía oral en casos de diarrea y deshidratación con: Hiponatremia. Hipocloremia. Hipokalemia.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
207,010.000.3623.00,NULL,102,0,0,"1 g","Envase con 27.9 g.",1.00,69,"Rehidratación por vía oral en casos de diarrea y deshidratación con: Hiponatremia. Hipocloremia. Hipokalemia.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
208,010.000.2501.00,NULL,102,0,0,"36 mg","Envase con 30 cápsulas o tabletas.",30.00,71,"Hipertensión arterial sistémica.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
209,010.000.4242.00,NULL,102,0,0,"5 mg","Envase con 2 jeringas de 0.2 ml",2.00,60,"Anticoagulante. Profilaxis de la coagulación en la enfermedad tromboembólica. Profilaxis de la coagulación en el circuito de circulación extracorpórea.",51,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
210,010.000.2154.00,NULL,102,0,0,"40 mg","Caja con 2 jeringas con dispositivo de seguridad de 0.4 ml. Anticoagulante",2.00,60,"Profilaxis de la coagulación en la enfermedad tromboembólica. Profilaxis de la coagulación en el circuito de circulación extracorpórea.",51,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
211,010.000.4224.00,NULL,102,0,0,"60 mg","Envase con 2 jeringas de 0.6 ml",2.00,60,"Anticoagulante. Profilaxis de la coagulación en la enfermedad tromboembólica. Profilaxis de la coagulación en el circuito de circulación extracorpórea.",51,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
212,010.000.0611.00,NULL,102,0,0,"1 mg","Caja con 50 ampolletas con 1 ml.",50.00,39,"Choque anafiláctico. Paro cardiaco. Hemorragia capilar. Broncoespasmo.",49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
